stationID,hour,per_ten_minute,outNums,inNums,day
0,0,0,0.0,0.0,15
0,0,1,0.0,0.0,15
0,0,2,0.0,0.0,15
0,0,3,0.0,0.0,15
0,0,4,0.0,0.0,15
0,0,5,0.0,0.0,15
0,1,0,0.0,0.0,15
0,1,1,0.0,0.0,15
0,1,2,0.0,0.0,15
0,1,3,0.0,0.0,15
0,1,4,0.0,0.0,15
0,1,5,0.0,0.0,15
0,2,0,0.0,0.0,15
0,2,1,0.0,0.0,15
0,2,2,0.0,0.0,15
0,2,3,0.0,0.0,15
0,2,4,0.0,0.0,15
0,2,5,0.0,0.0,15
0,3,0,0.0,0.0,15
0,3,1,0.0,0.0,15
0,3,2,0.0,0.0,15
0,3,3,0.0,0.0,15
0,3,4,0.0,0.0,15
0,3,5,0.0,0.0,15
0,4,0,0.0,0.0,15
0,4,1,0.0,0.0,15
0,4,2,0.0,0.0,15
0,4,3,0.0,0.0,15
0,4,4,0.0,0.0,15
0,4,5,0.0,0.0,15
0,5,0,0.0,0.0,15
0,5,1,0.0,0.0,15
0,5,2,0.0,0.0,15
0,5,3,0.0,8.0,15
0,5,4,0.0,9.0,15
0,5,5,1.0,19.0,15
0,6,0,0.0,34.0,15
0,6,1,2.0,29.0,15
0,6,2,0.0,37.0,15
0,6,3,31.0,81.0,15
0,6,4,25.0,108.0,15
0,6,5,14.0,121.0,15
0,7,0,23.0,157.0,15
0,7,1,19.0,256.0,15
0,7,2,14.0,280.0,15
0,7,3,43.0,287.0,15
0,7,4,44.0,348.0,15
0,7,5,42.0,406.0,15
0,8,0,57.0,426.0,15
0,8,1,80.0,443.0,15
0,8,2,136.0,463.0,15
0,8,3,230.0,393.0,15
0,8,4,226.0,369.0,15
0,8,5,166.0,323.0,15
0,9,0,81.0,266.0,15
0,9,1,99.0,233.0,15
0,9,2,62.0,212.0,15
0,9,3,85.0,99.0,15
0,9,4,64.0,103.0,15
0,9,5,60.0,134.0,15
0,10,0,61.0,151.0,15
0,10,1,42.0,129.0,15
0,10,2,75.0,73.0,15
0,10,3,57.0,62.0,15
0,10,4,67.0,54.0,15
0,10,5,58.0,88.0,15
0,11,0,63.0,64.0,15
0,11,1,81.0,70.0,15
0,11,2,81.0,56.0,15
0,11,3,73.0,84.0,15
0,11,4,82.0,57.0,15
0,11,5,83.0,104.0,15
0,12,0,61.0,103.0,15
0,12,1,65.0,124.0,15
0,12,2,71.0,97.0,15
0,12,3,70.0,83.0,15
0,12,4,113.0,114.0,15
0,12,5,52.0,78.0,15
0,13,0,80.0,83.0,15
0,13,1,83.0,87.0,15
0,13,2,84.0,53.0,15
0,13,3,106.0,60.0,15
0,13,4,63.0,80.0,15
0,13,5,70.0,66.0,15
0,14,0,96.0,62.0,15
0,14,1,68.0,61.0,15
0,14,2,74.0,65.0,15
0,14,3,95.0,77.0,15
0,14,4,104.0,71.0,15
0,14,5,108.0,63.0,15
0,15,0,112.0,55.0,15
0,15,1,85.0,67.0,15
0,15,2,78.0,79.0,15
0,15,3,102.0,74.0,15
0,15,4,94.0,94.0,15
0,15,5,94.0,60.0,15
0,16,0,110.0,73.0,15
0,16,1,70.0,63.0,15
0,16,2,98.0,64.0,15
0,16,3,132.0,66.0,15
0,16,4,119.0,93.0,15
0,16,5,112.0,142.0,15
0,17,0,84.0,168.0,15
0,17,1,131.0,137.0,15
0,17,2,166.0,179.0,15
0,17,3,237.0,160.0,15
0,17,4,235.0,73.0,15
0,17,5,205.0,82.0,15
0,18,0,303.0,66.0,15
0,18,1,249.0,53.0,15
0,18,2,265.0,48.0,15
0,18,3,282.0,34.0,15
0,18,4,183.0,43.0,15
0,18,5,193.0,28.0,15
0,19,0,136.0,40.0,15
0,19,1,125.0,23.0,15
0,19,2,161.0,40.0,15
0,19,3,76.0,34.0,15
0,19,4,143.0,46.0,15
0,19,5,89.0,32.0,15
0,20,0,99.0,35.0,15
0,20,1,111.0,31.0,15
0,20,2,66.0,23.0,15
0,20,3,98.0,28.0,15
0,20,4,59.0,29.0,15
0,20,5,99.0,26.0,15
0,21,0,93.0,14.0,15
0,21,1,86.0,20.0,15
0,21,2,77.0,16.0,15
0,21,3,87.0,11.0,15
0,21,4,78.0,24.0,15
0,21,5,77.0,12.0,15
0,22,0,47.0,12.0,15
0,22,1,49.0,7.0,15
0,22,2,64.0,9.0,15
0,22,3,37.0,10.0,15
0,22,4,33.0,3.0,15
0,22,5,22.0,0.0,15
0,23,0,41.0,0.0,15
0,23,1,18.0,0.0,15
0,23,2,19.0,0.0,15
0,23,3,9.0,0.0,15
0,23,4,11.0,0.0,15
0,23,5,5.0,0.0,15
1,0,0,0.0,0.0,15
1,0,1,0.0,0.0,15
1,0,2,0.0,0.0,15
1,0,3,0.0,0.0,15
1,0,4,0.0,0.0,15
1,0,5,0.0,0.0,15
1,1,0,0.0,0.0,15
1,1,1,0.0,0.0,15
1,1,2,0.0,0.0,15
1,1,3,0.0,0.0,15
1,1,4,0.0,0.0,15
1,1,5,0.0,0.0,15
1,2,0,0.0,0.0,15
1,2,1,0.0,0.0,15
1,2,2,0.0,0.0,15
1,2,3,0.0,0.0,15
1,2,4,0.0,0.0,15
1,2,5,0.0,0.0,15
1,3,0,0.0,0.0,15
1,3,1,0.0,0.0,15
1,3,2,0.0,0.0,15
1,3,3,0.0,0.0,15
1,3,4,0.0,0.0,15
1,3,5,0.0,0.0,15
1,4,0,0.0,0.0,15
1,4,1,0.0,0.0,15
1,4,2,0.0,0.0,15
1,4,3,0.0,0.0,15
1,4,4,0.0,0.0,15
1,4,5,0.0,0.0,15
1,5,0,0.0,0.0,15
1,5,1,0.0,0.0,15
1,5,2,0.0,0.0,15
1,5,3,0.0,0.0,15
1,5,4,0.0,2.0,15
1,5,5,0.0,12.0,15
1,6,0,0.0,16.0,15
1,6,1,1.0,16.0,15
1,6,2,4.0,30.0,15
1,6,3,11.0,36.0,15
1,6,4,6.0,45.0,15
1,6,5,6.0,78.0,15
1,7,0,2.0,90.0,15
1,7,1,13.0,106.0,15
1,7,2,20.0,184.0,15
1,7,3,18.0,208.0,15
1,7,4,32.0,301.0,15
1,7,5,35.0,329.0,15
1,8,0,49.0,389.0,15
1,8,1,59.0,429.0,15
1,8,2,37.0,402.0,15
1,8,3,69.0,414.0,15
1,8,4,66.0,299.0,15
1,8,5,55.0,213.0,15
1,9,0,22.0,240.0,15
1,9,1,54.0,170.0,15
1,9,2,30.0,112.0,15
1,9,3,33.0,103.0,15
1,9,4,30.0,65.0,15
1,9,5,19.0,67.0,15
1,10,0,22.0,36.0,15
1,10,1,25.0,54.0,15
1,10,2,24.0,46.0,15
1,10,3,30.0,35.0,15
1,10,4,20.0,29.0,15
1,10,5,35.0,22.0,15
1,11,0,34.0,37.0,15
1,11,1,23.0,33.0,15
1,11,2,25.0,35.0,15
1,11,3,26.0,27.0,15
1,11,4,32.0,43.0,15
1,11,5,27.0,43.0,15
1,12,0,57.0,32.0,15
1,12,1,36.0,36.0,15
1,12,2,37.0,57.0,15
1,12,3,24.0,59.0,15
1,12,4,28.0,57.0,15
1,12,5,19.0,32.0,15
1,13,0,13.0,32.0,15
1,13,1,17.0,41.0,15
1,13,2,15.0,45.0,15
1,13,3,42.0,30.0,15
1,13,4,41.0,44.0,15
1,13,5,23.0,48.0,15
1,14,0,27.0,36.0,15
1,14,1,32.0,32.0,15
1,14,2,41.0,39.0,15
1,14,3,24.0,25.0,15
1,14,4,20.0,38.0,15
1,14,5,28.0,38.0,15
1,15,0,40.0,17.0,15
1,15,1,26.0,35.0,15
1,15,2,25.0,44.0,15
1,15,3,35.0,32.0,15
1,15,4,22.0,23.0,15
1,15,5,60.0,21.0,15
1,16,0,52.0,42.0,15
1,16,1,25.0,39.0,15
1,16,2,42.0,35.0,15
1,16,3,51.0,33.0,15
1,16,4,83.0,37.0,15
1,16,5,65.0,24.0,15
1,17,0,69.0,49.0,15
1,17,1,78.0,33.0,15
1,17,2,78.0,46.0,15
1,17,3,129.0,45.0,15
1,17,4,161.0,35.0,15
1,17,5,140.0,62.0,15
1,18,0,236.0,55.0,15
1,18,1,178.0,57.0,15
1,18,2,185.0,43.0,15
1,18,3,200.0,34.0,15
1,18,4,168.0,33.0,15
1,18,5,188.0,33.0,15
1,19,0,138.0,35.0,15
1,19,1,138.0,30.0,15
1,19,2,142.0,14.0,15
1,19,3,85.0,20.0,15
1,19,4,130.0,28.0,15
1,19,5,118.0,15.0,15
1,20,0,95.0,11.0,15
1,20,1,101.0,20.0,15
1,20,2,131.0,13.0,15
1,20,3,117.0,20.0,15
1,20,4,85.0,13.0,15
1,20,5,83.0,9.0,15
1,21,0,137.0,14.0,15
1,21,1,97.0,14.0,15
1,21,2,111.0,18.0,15
1,21,3,132.0,11.0,15
1,21,4,87.0,19.0,15
1,21,5,88.0,7.0,15
1,22,0,74.0,6.0,15
1,22,1,55.0,7.0,15
1,22,2,50.0,10.0,15
1,22,3,44.0,7.0,15
1,22,4,68.0,5.0,15
1,22,5,50.0,0.0,15
1,23,0,33.0,1.0,15
1,23,1,11.0,0.0,15
1,23,2,18.0,0.0,15
1,23,3,15.0,0.0,15
1,23,4,6.0,0.0,15
1,23,5,0.0,0.0,15
2,0,0,0.0,0.0,15
2,0,1,0.0,0.0,15
2,0,2,0.0,0.0,15
2,0,3,0.0,0.0,15
2,0,4,0.0,0.0,15
2,0,5,0.0,1.0,15
2,1,0,0.0,0.0,15
2,1,1,0.0,0.0,15
2,1,2,0.0,0.0,15
2,1,3,0.0,0.0,15
2,1,4,0.0,1.0,15
