stationID,hour,per_ten_minute,outNums,inNums,day
0,0,0,0.0,0.0,9
0,0,1,0.0,0.0,9
0,0,2,0.0,0.0,9
0,0,3,0.0,0.0,9
0,0,4,2.0,0.0,9
0,0,5,0.0,0.0,9
0,1,0,0.0,0.0,9
0,1,1,0.0,0.0,9
0,1,2,0.0,0.0,9
0,1,3,0.0,0.0,9
0,1,4,0.0,0.0,9
0,1,5,0.0,0.0,9
0,2,0,0.0,0.0,9
0,2,1,0.0,0.0,9
0,2,2,0.0,0.0,9
0,2,3,0.0,0.0,9
0,2,4,0.0,0.0,9
0,2,5,0.0,0.0,9
0,3,0,0.0,0.0,9
0,3,1,0.0,0.0,9
0,3,2,0.0,0.0,9
0,3,3,0.0,0.0,9
0,3,4,0.0,0.0,9
0,3,5,0.0,0.0,9
0,4,0,0.0,0.0,9
0,4,1,0.0,0.0,9
0,4,2,0.0,0.0,9
0,4,3,0.0,0.0,9
0,4,4,0.0,0.0,9
0,4,5,0.0,0.0,9
0,5,0,0.0,0.0,9
0,5,1,0.0,0.0,9
0,5,2,0.0,2.0,9
0,5,3,0.0,8.0,9
0,5,4,0.0,8.0,9
0,5,5,2.0,17.0,9
0,6,0,1.0,16.0,9
0,6,1,0.0,38.0,9
0,6,2,0.0,35.0,9
0,6,3,32.0,86.0,9
0,6,4,23.0,109.0,9
0,6,5,19.0,123.0,9
0,7,0,26.0,167.0,9
0,7,1,22.0,249.0,9
0,7,2,21.0,254.0,9
0,7,3,33.0,340.0,9
0,7,4,50.0,408.0,9
0,7,5,53.0,429.0,9
0,8,0,59.0,432.0,9
0,8,1,83.0,424.0,9
0,8,2,125.0,430.0,9
0,8,3,205.0,486.0,9
0,8,4,201.0,352.0,9
0,8,5,116.0,272.0,9
0,9,0,67.0,248.0,9
0,9,1,73.0,171.0,9
0,9,2,65.0,194.0,9
0,9,3,54.0,103.0,9
0,9,4,77.0,109.0,9
0,9,5,59.0,107.0,9
0,10,0,55.0,128.0,9
0,10,1,76.0,105.0,9
0,10,2,80.0,117.0,9
0,10,3,63.0,92.0,9
0,10,4,71.0,74.0,9
0,10,5,55.0,93.0,9
0,11,0,96.0,50.0,9
0,11,1,86.0,46.0,9
0,11,2,81.0,98.0,9
0,11,3,55.0,79.0,9
0,11,4,59.0,87.0,9
