stationID,hour,per_ten_minute,outNums,inNums,day
0,0,0,0.0,0.0,7
0,0,1,0.0,0.0,7
0,0,2,0.0,0.0,7
0,0,3,0.0,0.0,7
0,0,4,0.0,0.0,7
0,0,5,0.0,0.0,7
0,1,0,0.0,0.0,7
0,1,1,0.0,0.0,7
0,1,2,0.0,0.0,7
0,1,3,0.0,0.0,7
0,1,4,0.0,0.0,7
0,1,5,0.0,0.0,7
0,2,0,0.0,0.0,7
0,2,1,0.0,0.0,7
0,2,2,0.0,0.0,7
0,2,3,0.0,0.0,7
0,2,4,0.0,0.0,7
0,2,5,0.0,0.0,7
0,3,0,0.0,0.0,7
0,3,1,0.0,0.0,7
0,3,2,0.0,0.0,7
0,3,3,0.0,0.0,7
0,3,4,0.0,0.0,7
0,3,5,0.0,0.0,7
0,4,0,0.0,0.0,7
0,4,1,0.0,0.0,7
0,4,2,0.0,0.0,7
0,4,3,0.0,0.0,7
0,4,4,0.0,0.0,7
0,4,5,0.0,0.0,7
0,5,0,0.0,0.0,7
0,5,1,0.0,0.0,7
0,5,2,0.0,0.0,7
0,5,3,0.0,4.0,7
0,5,4,0.0,16.0,7
0,5,5,4.0,22.0,7
0,6,0,0.0,31.0,7
0,6,1,0.0,53.0,7
0,6,2,2.0,59.0,7
0,6,3,40.0,80.0,7
0,6,4,16.0,128.0,7
0,6,5,18.0,130.0,7
0,7,0,20.0,213.0,7
0,7,1,26.0,220.0,7
0,7,2,36.0,260.0,7
0,7,3,65.0,352.0,7
0,7,4,51.0,422.0,7
0,7,5,80.0,417.0,7
0,8,0,70.0,429.0,7
0,8,1,104.0,459.0,7
0,8,2,139.0,502.0,7
0,8,3,200.0,485.0,7
0,8,4,214.0,362.0,7
0,8,5,138.0,280.0,7
0,9,0,95.0,370.0,7
0,9,1,54.0,253.0,7
0,9,2,64.0,183.0,7
0,9,3,57.0,129.0,7
0,9,4,78.0,120.0,7
0,9,5,65.0,140.0,7
0,10,0,84.0,104.0,7
0,10,1,65.0,57.0,7
0,10,2,65.0,72.0,7
0,10,3,89.0,72.0,7
0,10,4,76.0,75.0,7
0,10,5,51.0,75.0,7
0,11,0,93.0,76.0,7
0,11,1,59.0,63.0,7
0,11,2,73.0,59.0,7
0,11,3,75.0,48.0,7
0,11,4,59.0,67.0,7
0,11,5,89.0,87.0,7
0,12,0,89.0,79.0,7
0,12,1,72.0,79.0,7
0,12,2,62.0,97.0,7
0,12,3,106.0,77.0,7
0,12,4,91.0,89.0,7
0,12,5,103.0,66.0,7
0,13,0,61.0,93.0,7
0,13,1,78.0,48.0,7
0,13,2,102.0,81.0,7
0,13,3,82.0,69.0,7
0,13,4,48.0,70.0,7
0,13,5,69.0,67.0,7
0,14,0,59.0,78.0,7
0,14,1,80.0,53.0,7
0,14,2,65.0,64.0,7
0,14,3,75.0,55.0,7
0,14,4,80.0,69.0,7
0,14,5,80.0,54.0,7
0,15,0,78.0,64.0,7
0,15,1,86.0,52.0,7
0,15,2,73.0,66.0,7
0,15,3,102.0,31.0,7
0,15,4,72.0,52.0,7
0,15,5,72.0,40.0,7
0,16,0,81.0,54.0,7
0,16,1,103.0,59.0,7
0,16,2,73.0,82.0,7
0,16,3,127.0,67.0,7
0,16,4,124.0,75.0,7
0,16,5,91.0,155.0,7
0,17,0,93.0,184.0,7
0,17,1,167.0,165.0,7
0,17,2,184.0,140.0,7
0,17,3,225.0,102.0,7
0,17,4,262.0,98.0,7
0,17,5,234.0,65.0,7
0,18,0,269.0,82.0,7
0,18,1,342.0,60.0,7
0,18,2,231.0,64.0,7
0,18,3,280.0,40.0,7
0,18,4,175.0,44.0,7
0,18,5,201.0,40.0,7
0,19,0,148.0,39.0,7
0,19,1,134.0,29.0,7
0,19,2,131.0,19.0,7
0,19,3,104.0,37.0,7
0,19,4,122.0,38.0,7
0,19,5,87.0,33.0,7
0,20,0,97.0,22.0,7
0,20,1,85.0,31.0,7
0,20,2,84.0,27.0,7
0,20,3,75.0,13.0,7
0,20,4,86.0,20.0,7
0,20,5,93.0,10.0,7
0,21,0,75.0,16.0,7
0,21,1,48.0,14.0,7
0,21,2,87.0,13.0,7
0,21,3,83.0,16.0,7
0,21,4,55.0,7.0,7
0,21,5,65.0,5.0,7
0,22,0,51.0,6.0,7
0,22,1,71.0,17.0,7
0,22,2,40.0,5.0,7
0,22,3,45.0,4.0,7
0,22,4,36.0,1.0,7
0,22,5,35.0,0.0,7
0,23,0,24.0,0.0,7
0,23,1,21.0,0.0,7
0,23,2,15.0,0.0,7
0,23,3,3.0,0.0,7
0,23,4,5.0,0.0,7
0,23,5,7.0,0.0,7
1,0,0,0.0,0.0,7
1,0,1,0.0,0.0,7
1,0,2,0.0,0.0,7
1,0,3,0.0,0.0,7
1,0,4,0.0,0.0,7
1,0,5,0.0,0.0,7
1,1,0,0.0,0.0,7
1,1,1,0.0,0.0,7
1,1,2,0.0,0.0,7
1,1,3,0.0,0.0,7
1,1,4,0.0,0.0,7
1,1,5,0.0,0.0,7
1,2,0,0.0,0.0,7
1,2,1,0.0,0.0,7
1,2,2,0.0,0.0,7
1,2,3,0.0,0.0,7
1,2,4,0.0,0.0,7
1,2,5,0.0,0.0,7
1,3,0,0.0,0.0,7
1,3,1,0.0,0.0,7
1,3,2,0.0,0.0,7
1,3,3,0.0,0.0,7
1,3,4,0.0,0.0,7
1,3,5,0.0,0.0,7
1,4,0,0.0,0.0,7
1,4,1,0.0,2.0,7
1,4,2,2.0,0.0,7
1,4,3,0.0,0.0,7
1,4,4,0.0,0.0,7
1,4,5,0.0,0.0,7
1,5,0,0.0,0.0,7
1,5,1,0.0,0.0,7
1,5,2,0.0,0.0,7
1,5,3,0.0,0.0,7
1,5,4,0.0,7.0,7
1,5,5,0.0,18.0,7
1,6,0,0.0,13.0,7
1,6,1,0.0,22.0,7
1,6,2,10.0,34.0,7
1,6,3,7.0,49.0,7
1,6,4,10.0,41.0,7
1,6,5,8.0,74.0,7
1,7,0,5.0,97.0,7
1,7,1,17.0,132.0,7
1,7,2,17.0,198.0,7
1,7,3,20.0,248.0,7
1,7,4,23.0,335.0,7
1,7,5,42.0,354.0,7
1,8,0,48.0,425.0,7
1,8,1,52.0,427.0,7
1,8,2,60.0,393.0,7
1,8,3,52.0,380.0,7
1,8,4,97.0,273.0,7
1,8,5,30.0,236.0,7
1,9,0,44.0,232.0,7
1,9,1,43.0,165.0,7
1,9,2,37.0,91.0,7
1,9,3,29.0,91.0,7
1,9,4,38.0,65.0,7
1,9,5,26.0,58.0,7
1,10,0,43.0,50.0,7
1,10,1,32.0,35.0,7
1,10,2,27.0,41.0,7
1,10,3,38.0,38.0,7
1,10,4,38.0,44.0,7
1,10,5,31.0,40.0,7
1,11,0,22.0,32.0,7
1,11,1,38.0,36.0,7
1,11,2,21.0,29.0,7
1,11,3,43.0,46.0,7
1,11,4,27.0,34.0,7
1,11,5,52.0,38.0,7
1,12,0,33.0,33.0,7
1,12,1,32.0,33.0,7
1,12,2,24.0,55.0,7
1,12,3,25.0,35.0,7
1,12,4,28.0,47.0,7
1,12,5,32.0,31.0,7
1,13,0,20.0,47.0,7
1,13,1,28.0,34.0,7
1,13,2,39.0,32.0,7
1,13,3,19.0,36.0,7
1,13,4,29.0,39.0,7
1,13,5,23.0,46.0,7
1,14,0,32.0,26.0,7
1,14,1,26.0,31.0,7
1,14,2,40.0,38.0,7
1,14,3,17.0,34.0,7
1,14,4,27.0,26.0,7
1,14,5,34.0,26.0,7
1,15,0,44.0,31.0,7
1,15,1,38.0,31.0,7
1,15,2,41.0,24.0,7
1,15,3,32.0,27.0,7
1,15,4,40.0,31.0,7
1,15,5,47.0,30.0,7
1,16,0,49.0,27.0,7
1,16,1,34.0,22.0,7
1,16,2,50.0,44.0,7
1,16,3,42.0,25.0,7
1,16,4,61.0,32.0,7
1,16,5,73.0,34.0,7
1,17,0,79.0,28.0,7
1,17,1,87.0,33.0,7
1,17,2,96.0,53.0,7
1,17,3,127.0,38.0,7
1,17,4,200.0,42.0,7
1,17,5,150.0,50.0,7
1,18,0,202.0,55.0,7
1,18,1,195.0,42.0,7
1,18,2,189.0,48.0,7
1,18,3,230.0,52.0,7
1,18,4,192.0,39.0,7
1,18,5,161.0,31.0,7
1,19,0,170.0,27.0,7
1,19,1,157.0,21.0,7
1,19,2,155.0,27.0,7
1,19,3,104.0,12.0,7
1,19,4,136.0,19.0,7
1,19,5,114.0,23.0,7
1,20,0,83.0,11.0,7
1,20,1,108.0,19.0,7
1,20,2,127.0,10.0,7
1,20,3,81.0,26.0,7
1,20,4,100.0,13.0,7
1,20,5,92.0,11.0,7
1,21,0,112.0,10.0,7
1,21,1,103.0,16.0,7
1,21,2,98.0,22.0,7
1,21,3,91.0,7.0,7
1,21,4,93.0,13.0,7
1,21,5,70.0,10.0,7
1,22,0,78.0,11.0,7
1,22,1,56.0,10.0,7
1,22,2,70.0,6.0,7
1,22,3,53.0,4.0,7
1,22,4,52.0,4.0,7
1,22,5,39.0,1.0,7
1,23,0,26.0,2.0,7
1,23,1,10.0,0.0,7
1,23,2,24.0,0.0,7
1,23,3,15.0,0.0,7
1,23,4,4.0,0.0,7
1,23,5,0.0,0.0,7
2,0,0,0.0,0.0,7
2,0,1,0.0,0.0,7
2,0,2,0.0,0.0,7
2,0,3,0.0,0.0,7
2,0,4,0.0,0.0,7
2,0,5,0.0,0.0,7
2,1,0,0.0,0.0,7
2,1,1,0.0,0.0,7
2,1,2,0.0,0.0,7
2,1,3,0.0,0.0,7
2,1,4,0.0,0.0,7
2,1,5,0.0,0.0,7
2,2,0,0.0,0.0,7
2,2,1,0.0,0.0,7
2,2,2,0.0,0.0,7
2,2,3,0.0,0.0,7
2,2,4,0.0,0.0,7
2,2,5,0.0,0.0,7
2,3,0,0.0,0.0,7
2,3,1,0.0,0.0,7
2,3,2,0.0,0.0,7
2,3,3,0.0,0.0,7
2,3,4,0.0,0.0,7
2,3,5,0.0,0.0,7
2,4,0,0.0,0.0,7
2,4,1,0.0,0.0,7
2,4,2,0.0,0.0,7
2,4,3,0.0,0.0,7
2,4,4,0.0,0.0,7
2,4,5,0.0,0.0,7
2,5,0,0.0,0.0,7
2,5,1,0.0,0.0,7
2,5,2,0.0,0.0,7
2,5,3,0.0,2.0,7
2,5,4,0.0,11.0,7
2,5,5,0.0,27.0,7
2,6,0,0.0,30.0,7
2,6,1,1.0,65.0,7
2,6,2,18.0,68.0,7
2,6,3,16.0,101.0,7
2,6,4,18.0,110.0,7
2,6,5,31.0,153.0,7
2,7,0,40.0,167.0,7
2,7,1,84.0,237.0,7
2,7,2,100.0,340.0,7
2,7,3,171.0,377.0,7
2,7,4,264.0,474.0,7
2,7,5,422.0,554.0,7
2,8,0,570.0,609.0,7
2,8,1,744.0,612.0,7
2,8,2,835.0,565.0,7
