stationID,hour,per_ten_minute,outNums,inNums,day
0,0,0,2.0,0.0,25
0,0,1,3.0,0.0,25
0,0,2,0.0,0.0,25
0,0,3,0.0,0.0,25
0,0,4,0.0,0.0,25
0,0,5,0.0,0.0,25
0,1,0,0.0,0.0,25
0,1,1,0.0,0.0,25
0,1,2,0.0,0.0,25
0,1,3,0.0,0.0,25
0,1,4,0.0,0.0,25
0,1,5,0.0,0.0,25
0,2,0,0.0,0.0,25
0,2,1,0.0,0.0,25
0,2,2,0.0,0.0,25
0,2,3,0.0,0.0,25
0,2,4,0.0,0.0,25
0,2,5,0.0,0.0,25
0,3,0,0.0,0.0,25
0,3,1,0.0,0.0,25
0,3,2,0.0,0.0,25
0,3,3,0.0,0.0,25
0,3,4,0.0,0.0,25
0,3,5,0.0,0.0,25
0,4,0,0.0,0.0,25
0,4,1,0.0,0.0,25
0,4,2,0.0,0.0,25
0,4,3,0.0,0.0,25
0,4,4,0.0,0.0,25
0,4,5,0.0,0.0,25
0,5,0,0.0,0.0,25
0,5,1,0.0,0.0,25
0,5,2,0.0,0.0,25
0,5,3,0.0,21.0,25
0,5,4,0.0,22.0,25
0,5,5,2.0,41.0,25
0,6,0,1.0,46.0,25
0,6,1,0.0,73.0,25
0,6,2,2.0,78.0,25
0,6,3,25.0,114.0,25
0,6,4,20.0,100.0,25
0,6,5,24.0,143.0,25
0,7,0,22.0,213.0,25
0,7,1,28.0,274.0,25
0,7,2,38.0,332.0,25
0,7,3,31.0,341.0,25
0,7,4,46.0,429.0,25
0,7,5,67.0,416.0,25
0,8,0,62.0,447.0,25
0,8,1,90.0,482.0,25
0,8,2,129.0,460.0,25
0,8,3,261.0,453.0,25
0,8,4,225.0,383.0,25
0,8,5,202.0,250.0,25
0,9,0,95.0,307.0,25
0,9,1,89.0,201.0,25
0,9,2,69.0,202.0,25
0,9,3,57.0,201.0,25
0,9,4,71.0,190.0,25
0,9,5,107.0,162.0,25
0,10,0,87.0,164.0,25
0,10,1,77.0,165.0,25
0,10,2,81.0,167.0,25
0,10,3,99.0,102.0,25
0,10,4,99.0,136.0,25
0,10,5,88.0,139.0,25
0,11,0,66.0,120.0,25
0,11,1,107.0,100.0,25
0,11,2,95.0,142.0,25
0,11,3,58.0,120.0,25
0,11,4,96.0,108.0,25
0,11,5,76.0,163.0,25
0,12,0,76.0,161.0,25
0,12,1,91.0,173.0,25
0,12,2,117.0,130.0,25
0,12,3,105.0,109.0,25
0,12,4,131.0,107.0,25
0,12,5,132.0,125.0,25
0,13,0,139.0,109.0,25
0,13,1,132.0,129.0,25
0,13,2,126.0,128.0,25
0,13,3,105.0,101.0,25
0,13,4,119.0,115.0,25
0,13,5,82.0,87.0,25
0,14,0,110.0,116.0,25
0,14,1,106.0,95.0,25
0,14,2,103.0,117.0,25
0,14,3,97.0,109.0,25
0,14,4,117.0,112.0,25
0,14,5,119.0,120.0,25
0,15,0,168.0,88.0,25
0,15,1,102.0,89.0,25
0,15,2,138.0,99.0,25
0,15,3,110.0,110.0,25
0,15,4,149.0,111.0,25
0,15,5,105.0,81.0,25
0,16,0,143.0,83.0,25
0,16,1,168.0,68.0,25
0,16,2,161.0,179.0,25
0,16,3,130.0,112.0,25
0,16,4,172.0,126.0,25
0,16,5,141.0,263.0,25
0,17,0,137.0,195.0,25
0,17,1,172.0,158.0,25
0,17,2,212.0,143.0,25
0,17,3,220.0,103.0,25
0,17,4,208.0,105.0,25
0,17,5,266.0,85.0,25
0,18,0,303.0,76.0,25
0,18,1,241.0,87.0,25
0,18,2,194.0,59.0,25
0,18,3,261.0,67.0,25
0,18,4,178.0,43.0,25
0,18,5,193.0,54.0,25
0,19,0,160.0,51.0,25
0,19,1,103.0,53.0,25
0,19,2,125.0,35.0,25
0,19,3,121.0,81.0,25
0,19,4,107.0,45.0,25
0,19,5,106.0,59.0,25
0,20,0,139.0,27.0,25
0,20,1,87.0,42.0,25
0,20,2,80.0,44.0,25
0,20,3,107.0,44.0,25
0,20,4,89.0,27.0,25
0,20,5,109.0,41.0,25
0,21,0,121.0,37.0,25
0,21,1,110.0,33.0,25
0,21,2,91.0,40.0,25
