stationID,hour,per_ten_minute,outNums,inNums,day
0,0,0,0.0,0.0,18
0,0,1,0.0,0.0,18
0,0,2,0.0,0.0,18
0,0,3,0.0,0.0,18
0,0,4,0.0,0.0,18
0,0,5,0.0,0.0,18
0,1,0,0.0,0.0,18
0,1,1,0.0,0.0,18
0,1,2,0.0,0.0,18
0,1,3,0.0,0.0,18
0,1,4,0.0,0.0,18
0,1,5,0.0,0.0,18
0,2,0,0.0,0.0,18
0,2,1,0.0,0.0,18
0,2,2,0.0,1.0,18
0,2,3,1.0,0.0,18
0,2,4,0.0,0.0,18
0,2,5,0.0,1.0,18
0,3,0,0.0,0.0,18
0,3,1,0.0,0.0,18
0,3,2,0.0,0.0,18
0,3,3,0.0,0.0,18
0,3,4,1.0,0.0,18
0,3,5,0.0,0.0,18
0,4,0,0.0,0.0,18
0,4,1,0.0,0.0,18
0,4,2,0.0,0.0,18
0,4,3,0.0,0.0,18
0,4,4,0.0,0.0,18
0,4,5,0.0,0.0,18
0,5,0,0.0,0.0,18
0,5,1,0.0,0.0,18
0,5,2,0.0,0.0,18
0,5,3,0.0,5.0,18
0,5,4,0.0,18.0,18
0,5,5,2.0,20.0,18
0,6,0,1.0,18.0,18
0,6,1,1.0,39.0,18
0,6,2,0.0,37.0,18
0,6,3,25.0,104.0,18
0,6,4,29.0,106.0,18
0,6,5,19.0,127.0,18
0,7,0,20.0,180.0,18
0,7,1,21.0,223.0,18
0,7,2,28.0,272.0,18
0,7,3,37.0,335.0,18
0,7,4,55.0,325.0,18
0,7,5,64.0,372.0,18
0,8,0,67.0,450.0,18
0,8,1,63.0,393.0,18
0,8,2,163.0,438.0,18
0,8,3,240.0,507.0,18
0,8,4,213.0,317.0,18
0,8,5,149.0,311.0,18
0,9,0,77.0,275.0,18
0,9,1,93.0,213.0,18
0,9,2,95.0,216.0,18
0,9,3,103.0,177.0,18
0,9,4,92.0,135.0,18
0,9,5,67.0,148.0,18
0,10,0,71.0,124.0,18
0,10,1,86.0,130.0,18
0,10,2,77.0,126.0,18
0,10,3,52.0,118.0,18
0,10,4,84.0,78.0,18
0,10,5,77.0,114.0,18
0,11,0,56.0,74.0,18
0,11,1,77.0,104.0,18
0,11,2,113.0,127.0,18
0,11,3,82.0,83.0,18
0,11,4,71.0,89.0,18
0,11,5,112.0,110.0,18
0,12,0,80.0,129.0,18
0,12,1,88.0,109.0,18
0,12,2,93.0,110.0,18
0,12,3,96.0,108.0,18
0,12,4,110.0,101.0,18
0,12,5,113.0,90.0,18
0,13,0,119.0,113.0,18
0,13,1,63.0,100.0,18
0,13,2,162.0,93.0,18
0,13,3,129.0,91.0,18
0,13,4,115.0,100.0,18
0,13,5,81.0,77.0,18
0,14,0,103.0,78.0,18
0,14,1,109.0,85.0,18
0,14,2,107.0,67.0,18
0,14,3,136.0,86.0,18
0,14,4,105.0,92.0,18
0,14,5,129.0,92.0,18
0,15,0,139.0,76.0,18
0,15,1,120.0,96.0,18
0,15,2,117.0,93.0,18
0,15,3,111.0,86.0,18
0,15,4,144.0,89.0,18
0,15,5,151.0,105.0,18
0,16,0,130.0,108.0,18
0,16,1,82.0,84.0,18
0,16,2,138.0,120.0,18
0,16,3,157.0,92.0,18
0,16,4,151.0,90.0,18
0,16,5,150.0,117.0,18
0,17,0,113.0,244.0,18
0,17,1,163.0,163.0,18
0,17,2,208.0,154.0,18
0,17,3,210.0,163.0,18
0,17,4,263.0,116.0,18
0,17,5,228.0,102.0,18
0,18,0,335.0,73.0,18
0,18,1,283.0,69.0,18
0,18,2,227.0,102.0,18
0,18,3,273.0,62.0,18
0,18,4,182.0,63.0,18
0,18,5,167.0,59.0,18
0,19,0,184.0,60.0,18
0,19,1,139.0,40.0,18
0,19,2,176.0,71.0,18
0,19,3,119.0,57.0,18
0,19,4,144.0,34.0,18
0,19,5,114.0,34.0,18
0,20,0,132.0,55.0,18
0,20,1,108.0,48.0,18
0,20,2,88.0,39.0,18
0,20,3,122.0,28.0,18
0,20,4,75.0,46.0,18
0,20,5,163.0,26.0,18
0,21,0,116.0,32.0,18
0,21,1,115.0,35.0,18
0,21,2,79.0,20.0,18
0,21,3,112.0,17.0,18
0,21,4,98.0,33.0,18
0,21,5,88.0,29.0,18
0,22,0,77.0,33.0,18
0,22,1,80.0,28.0,18
0,22,2,67.0,27.0,18
0,22,3,62.0,10.0,18
0,22,4,43.0,12.0,18
0,22,5,61.0,0.0,18
0,23,0,31.0,0.0,18
0,23,1,37.0,0.0,18
0,23,2,34.0,0.0,18
0,23,3,13.0,0.0,18
0,23,4,12.0,0.0,18
0,23,5,8.0,0.0,18
1,0,0,0.0,0.0,18
1,0,1,0.0,0.0,18
1,0,2,0.0,0.0,18
1,0,3,0.0,0.0,18
1,0,4,0.0,0.0,18
1,0,5,0.0,0.0,18
1,1,0,0.0,0.0,18
1,1,1,0.0,0.0,18
1,1,2,0.0,0.0,18
1,1,3,0.0,0.0,18
1,1,4,0.0,0.0,18
1,1,5,0.0,0.0,18
1,2,0,0.0,0.0,18
1,2,1,0.0,0.0,18
1,2,2,0.0,0.0,18
1,2,3,0.0,0.0,18
1,2,4,0.0,0.0,18
1,2,5,0.0,0.0,18
1,3,0,0.0,0.0,18
1,3,1,0.0,0.0,18
1,3,2,0.0,0.0,18
1,3,3,0.0,0.0,18
1,3,4,0.0,0.0,18
1,3,5,0.0,0.0,18
1,4,0,0.0,0.0,18
1,4,1,0.0,0.0,18
1,4,2,0.0,0.0,18
1,4,3,0.0,0.0,18
1,4,4,0.0,0.0,18
1,4,5,0.0,0.0,18
1,5,0,0.0,0.0,18
1,5,1,0.0,0.0,18
1,5,2,0.0,0.0,18
1,5,3,0.0,0.0,18
1,5,4,0.0,5.0,18
1,5,5,0.0,10.0,18
1,6,0,0.0,15.0,18
1,6,1,0.0,14.0,18
1,6,2,1.0,22.0,18
1,6,3,8.0,52.0,18
1,6,4,5.0,41.0,18
1,6,5,21.0,80.0,18
1,7,0,9.0,92.0,18
1,7,1,11.0,120.0,18
1,7,2,16.0,186.0,18
1,7,3,23.0,208.0,18
1,7,4,19.0,290.0,18
1,7,5,26.0,362.0,18
1,8,0,69.0,399.0,18
1,8,1,56.0,419.0,18
1,8,2,73.0,365.0,18
1,8,3,58.0,396.0,18
1,8,4,65.0,283.0,18
1,8,5,58.0,208.0,18
1,9,0,50.0,215.0,18
1,9,1,32.0,179.0,18
1,9,2,46.0,120.0,18
1,9,3,36.0,89.0,18
1,9,4,33.0,68.0,18
1,9,5,47.0,89.0,18
1,10,0,36.0,55.0,18
1,10,1,25.0,42.0,18
1,10,2,23.0,41.0,18
1,10,3,46.0,65.0,18
1,10,4,29.0,41.0,18
1,10,5,27.0,49.0,18
1,11,0,25.0,34.0,18
1,11,1,37.0,46.0,18
1,11,2,24.0,44.0,18
1,11,3,39.0,29.0,18
1,11,4,27.0,36.0,18
1,11,5,33.0,16.0,18
1,12,0,62.0,46.0,18
1,12,1,60.0,46.0,18
1,12,2,31.0,54.0,18
1,12,3,24.0,59.0,18
1,12,4,39.0,70.0,18
1,12,5,38.0,65.0,18
1,13,0,29.0,70.0,18
1,13,1,26.0,42.0,18
1,13,2,25.0,47.0,18
1,13,3,35.0,47.0,18
